Name,Setter,Ascensionist Count,Angle,V Grade,Holds
move ur hips,JohannSoe,82,30,8,"[[(120, 40), 'Starting'], [(112, 72), 'Hand'], [(136, 88), 'Hand'], [(96, 112), 'Hand'], [(64, 120), 'Hand'], [(80, 120), 'Hand'], [(64, 136), 'Hand'], [(40, 152), 'Finish'], [(140, 4), 'Feet'], [(108, 4), 'Feet'], [(124, 92), 'Hand']]"
Major Armstrong,mwlon,83,40,9,"[[(72, 32), 'Starting'], [(96, 56), 'Hand'], [(104, 88), 'Hand'], [(72, 104), 'Hand'], [(72, 144), 'Hand'], [(16, 152), 'Finish'], [(40, 152), 'Hand'], [(100, 4), 'Feet'], [(84, 4), 'Feet'], [(116, 20), 'Feet'], [(68, 52), 'Feet'], [(60, 60), 'Feet'], [(100, 100), 'Hand']]"
Dualistics,sambayers,43,45,8,"[[(136, 8), 'Feet'], [(136, 32), 'Feet'], [(128, 40), 'Starting'], [(88, 56), 'Hand'], [(88, 64), 'Hand'], [(80, 96), 'Hand'], [(48, 112), 'Hand'], [(56, 128), 'Hand'], [(24, 152), 'Finish'], [(116, 4), 'Feet'], [(124, 44), 'Feet'], [(12, 92), 'Feet']]"
world cup 2013,sid.pinto,108,40,9,"[[(120, 56), 'Starting'], [(128, 64), 'Starting'], [(80, 80), 'Hand'], [(24, 88), 'Hand'], [(48, 88), 'Hand'], [(64, 104), 'Hand'], [(40, 128), 'Hand'], [(8, 136), 'Hand'], [(8, 152), 'Finish'], [(140, 28), 'Feet'], [(20, 36), 'Feet'], [(124, 44), 'Feet'], [(140, 44), 'Feet'], [(4, 52), 'Feet'], [(28, 60), 'Feet'], [(44, 60), 'Feet'], [(4, 68), 'Feet'], [(100, 68), 'Hand']]"
project braa a bit sicker,Phipo,62,40,10,"[[(32, 8), 'Feet'], [(56, 24), 'Feet'], [(40, 40), 'Starting'], [(48, 48), 'Starting'], [(56, 104), 'Hand'], [(96, 128), 'Hand'], [(112, 144), 'Hand'], [(136, 152), 'Finish']]"
Droite Indirect,FluffytheCat,51,40,9,"[[(24, 24), 'Starting'], [(24, 32), 'Starting'], [(64, 64), 'Hand'], [(40, 80), 'Hand'], [(56, 104), 'Hand'], [(24, 128), 'Hand'], [(56, 144), 'Finish'], [(20, 4), 'Feet'], [(4, 4), 'Feet'], [(84, 52), 'Feet'], [(20, 100), 'Hand']]"
twerk it till you make,jules88,78,30,5,"[[(56, 8), 'Feet'], [(40, 8), 'Feet'], [(24, 32), 'Starting'], [(48, 40), 'Starting'], [(104, 64), 'Feet'], [(32, 72), 'Hand'], [(56, 88), 'Hand'], [(64, 96), 'Hand'], [(88, 104), 'Hand'], [(40, 128), 'Hand'], [(72, 152), 'Finish'], [(20, 4), 'Feet'], [(60, 28), 'Feet']]"
cloud nein,jcalvinby,46,45,5,"[[(72, 8), 'Feet'], [(72, 40), 'Starting'], [(80, 40), 'Feet'], [(80, 64), 'Hand'], [(64, 88), 'Hand'], [(88, 112), 'Hand'], [(80, 144), 'Hand'], [(112, 152), 'Finish'], [(44, 44), 'Feet']]"
The over-under,Enlife,68,40,7,"[[(112, 8), 'Feet'], [(32, 16), 'Feet'], [(88, 32), 'Starting'], [(104, 40), 'Starting'], [(64, 56), 'Hand'], [(64, 64), 'Hand'], [(48, 88), 'Hand'], [(80, 112), 'Hand'], [(80, 120), 'Hand'], [(104, 136), 'Hand'], [(104, 152), 'Finish'], [(68, 4), 'Feet'], [(28, 44), 'Feet'], [(116, 100), 'Feet']]"
bb boo-boo check,albino,46,20,3,"[[(64, 48), 'Starting'], [(88, 48), 'Starting'], [(80, 72), 'Hand'], [(64, 80), 'Hand'], [(80, 96), 'Hand'], [(64, 104), 'Hand'], [(64, 120), 'Hand'], [(48, 128), 'Hand'], [(40, 152), 'Finish'], [(68, 4), 'Feet'], [(68, 20), 'Feet'], [(84, 68), 'Feet'], [(28, 76), 'Feet'], [(36, 100), 'Feet']]"
dhendnd,paoloo,172,40,7,"[[(24, 40), 'Starting'], [(16, 56), 'Starting'], [(48, 72), 'Hand'], [(64, 88), 'Hand'], [(96, 104), 'Hand'], [(72, 120), 'Hand'], [(64, 136), 'Hand'], [(48, 152), 'Finish'], [(20, 4), 'Feet'], [(68, 36), 'Feet'], [(60, 60), 'Feet']]"
impossible because you don’t have the strength,Hangar18Rancho,41,0,3,"[[(76, 4), 'Feet'], [(60, 4), 'Feet'], [(68, 20), 'Feet'], [(44, 28), 'Feet'], [(68, 36), 'Feet'], [(44, 44), 'Feet'], [(92, 44), 'Feet'], [(52, 52), 'Starting'], [(68, 52), 'Starting'], [(76, 60), 'Feet'], [(52, 68), 'Hand'], [(68, 68), 'Hand'], [(52, 84), 'Feet'], [(68, 84), 'Hand'], [(84, 84), 'Feet'], [(60, 92), 'Hand'], [(52, 100), 'Feet'], [(68, 100), 'Hand'], [(84, 100), 'Feet'], [(60, 108), 'Feet'], [(68, 116), 'Hand'], [(84, 116), 'Hand'], [(76, 124), 'Hand'], [(92, 124), 'Feet'], [(68, 132), 'Finish'], [(84, 132), 'Finish']]"
Easiest one,momosleh,58,30,0,"[[(112, 40), 'Feet'], [(136, 40), 'Feet'], [(112, 64), 'Feet'], [(88, 80), 'Feet'], [(120, 88), 'Starting'], [(136, 88), 'Starting'], [(120, 112), 'Hand'], [(104, 128), 'Hand'], [(120, 136), 'Hand'], [(120, 152), 'Finish'], [(128, 152), 'Finish']]"
Drop it like it’s hot🔥,Herbert1,42,40,5,"[[(104, 40), 'Starting'], [(136, 56), 'Feet'], [(96, 64), 'Hand'], [(128, 80), 'Hand'], [(96, 96), 'Hand'], [(104, 120), 'Hand'], [(72, 128), 'Hand'], [(88, 152), 'Finish'], [(140, 4), 'Feet'], [(92, 4), 'Feet'], [(84, 52), 'Feet']]"
suckitnator,thy1gilby,66,40,7,"[[(16, 32), 'Starting'], [(32, 32), 'Starting'], [(24, 48), 'Hand'], [(40, 80), 'Hand'], [(48, 80), 'Hand'], [(72, 112), 'Hand'], [(88, 144), 'Hand'], [(56, 152), 'Finish'], [(4, 4), 'Feet'], [(4, 20), 'Feet'], [(92, 76), 'Feet']]"
falls deep,Josh2000,196,10,6,"[[(128, 32), 'Starting'], [(96, 40), 'Starting'], [(120, 56), 'Hand'], [(8, 80), 'Feet'], [(96, 80), 'Hand'], [(112, 104), 'Hand'], [(24, 112), 'Hand'], [(80, 120), 'Hand'], [(8, 152), 'Finish'], [(132, 20), 'Feet'], [(44, 76), 'Feet'], [(60, 76), 'Feet'], [(124, 76), 'Feet'], [(28, 92), 'Feet'], [(52, 116), 'Hand']]"
Martys brother Eway,Martysway,64,15,6,"[[(40, 16), 'Starting'], [(64, 32), 'Starting'], [(104, 80), 'Hand'], [(112, 104), 'Hand'], [(64, 120), 'Hand'], [(32, 136), 'Hand'], [(32, 152), 'Finish'], [(44, 4), 'Feet'], [(100, 20), 'Feet'], [(124, 44), 'Feet'], [(100, 52), 'Feet'], [(76, 60), 'Hand'], [(68, 68), 'Hand'], [(116, 68), 'Feet'], [(68, 100), 'Feet'], [(68, 116), 'Hand']]"
Fliegenfänger,Paroeduramasobe,55,20,5,"[[(136, 56), 'Feet'], [(120, 64), 'Starting'], [(104, 72), 'Starting'], [(120, 112), 'Hand'], [(48, 136), 'Hand'], [(56, 136), 'Hand'], [(72, 136), 'Hand'], [(16, 152), 'Finish'], [(116, 4), 'Feet'], [(100, 4), 'Feet']]"
Working Load Limit,jkassay,87,40,10,"[[(24, 40), 'Feet'], [(72, 40), 'Feet'], [(120, 56), 'Hand'], [(72, 72), 'Hand'], [(80, 80), 'Hand'], [(24, 88), 'Starting'], [(136, 96), 'Hand'], [(64, 104), 'Hand'], [(104, 128), 'Hand'], [(88, 152), 'Finish'], [(124, 44), 'Feet']]"
RIPETID,sserafin,122,40,4,"[[(96, 80), 'Starting'], [(80, 104), 'Hand'], [(88, 120), 'Hand'], [(64, 136), 'Hand'], [(72, 152), 'Finish'], [(100, 52), 'Feet'], [(60, 60), 'Feet']]"
The Eccy Special,gussyg16,60,50,1,"[[(24, 16), 'Feet'], [(16, 40), 'Starting'], [(48, 40), 'Feet'], [(8, 64), 'Starting'], [(32, 88), 'Hand'], [(8, 96), 'Hand'], [(40, 104), 'Hand'], [(8, 120), 'Hand'], [(24, 136), 'Hand'], [(8, 152), 'Finish'], [(40, 152), 'Finish'], [(4, 4), 'Feet']]"
Surge,tlandman,119,30,6,"[[(64, 56), 'Starting'], [(80, 56), 'Starting'], [(80, 96), 'Hand'], [(96, 120), 'Hand'], [(64, 152), 'Finish'], [(52, 36), 'Feet'], [(116, 84), 'Feet']]"
the ace,woooowoooo,84,40,4,"[[(72, 40), 'Starting'], [(48, 56), 'Hand'], [(56, 64), 'Hand'], [(80, 88), 'Hand'], [(64, 96), 'Hand'], [(56, 112), 'Hand'], [(40, 128), 'Hand'], [(88, 128), 'Feet'], [(64, 144), 'Finish'], [(68, 4), 'Feet'], [(36, 36), 'Feet'], [(68, 36), 'Feet'], [(76, 60), 'Feet'], [(44, 76), 'Feet'], [(36, 100), 'Feet']]"
spina one💪🏻,blacknoise92,60,10,4,"[[(8, 8), 'Feet'], [(16, 40), 'Starting'], [(56, 64), 'Hand'], [(24, 88), 'Hand'], [(56, 112), 'Hand'], [(72, 136), 'Hand'], [(112, 136), 'Hand'], [(96, 152), 'Finish']]"
condor ave.,mondragon,164,40,6,"[[(64, 48), 'Starting'], [(80, 64), 'Starting'], [(56, 80), 'Hand'], [(88, 104), 'Hand'], [(48, 112), 'Hand'], [(16, 128), 'Hand'], [(64, 128), 'Hand'], [(40, 152), 'Finish'], [(36, 36), 'Feet'], [(68, 36), 'Feet'], [(20, 84), 'Feet']]"
Princess Logi,summerrrrrr,46,20,7,"[[(96, 64), 'Starting'], [(80, 136), 'Hand'], [(48, 144), 'Finish'], [(92, 28), 'Feet'], [(60, 60), 'Feet'], [(92, 60), 'Feet'], [(108, 60), 'Feet'], [(76, 92), 'Hand'], [(28, 108), 'Feet'], [(100, 116), 'Hand'], [(76, 124), 'Hand']]"
how long is your spam 2,JohnC,43,25,8,"[[(32, 32), 'Starting'], [(64, 40), 'Starting'], [(96, 56), 'Hand'], [(40, 64), 'Hand'], [(96, 88), 'Hand'], [(56, 104), 'Hand'], [(88, 104), 'Hand'], [(88, 152), 'Finish'], [(36, 4), 'Feet'], [(76, 28), 'Feet']]"
the last resort,challpike98,72,30,4,"[[(88, 8), 'Feet'], [(72, 48), 'Starting'], [(64, 80), 'Hand'], [(40, 88), 'Hand'], [(72, 112), 'Hand'], [(80, 144), 'Hand'], [(96, 152), 'Finish'], [(52, 20), 'Feet'], [(36, 52), 'Feet']]"
OnlyDans-4,ElvisLeg,92,40,1,"[[(32, 40), 'Feet'], [(56, 64), 'Starting'], [(72, 64), 'Starting'], [(96, 64), 'Feet'], [(72, 80), 'Hand'], [(40, 88), 'Hand'], [(56, 112), 'Hand'], [(72, 112), 'Hand'], [(88, 112), 'Hand'], [(80, 136), 'Hand'], [(56, 152), 'Finish']]"
Trøtt vors på Kraftloftet,orjangr,51,25,6,"[[(32, 16), 'Feet'], [(56, 32), 'Starting'], [(56, 64), 'Hand'], [(88, 96), 'Hand'], [(48, 112), 'Hand'], [(64, 120), 'Hand'], [(32, 152), 'Finish'], [(52, 4), 'Feet'], [(76, 44), 'Hand'], [(60, 92), 'Hand']]"
working memory,amandabuer,62,40,8,"[[(120, 40), 'Starting'], [(96, 64), 'Hand'], [(64, 88), 'Hand'], [(40, 96), 'Hand'], [(56, 136), 'Hand'], [(72, 152), 'Finish'], [(140, 4), 'Feet'], [(108, 4), 'Feet'], [(84, 20), 'Feet'], [(44, 28), 'Feet'], [(20, 68), 'Feet'], [(68, 68), 'Hand']]"
Practice… of the Wild,rocblocsquad,77,40,7,"[[(128, 8), 'Feet'], [(112, 32), 'Feet'], [(120, 32), 'Starting'], [(128, 32), 'Starting'], [(64, 48), 'Hand'], [(128, 56), 'Hand'], [(88, 64), 'Hand'], [(64, 80), 'Hand'], [(104, 80), 'Hand'], [(88, 96), 'Hand'], [(64, 112), 'Hand'], [(32, 136), 'Hand'], [(8, 152), 'Finish'], [(40, 152), 'Hand'], [(140, 4), 'Feet'], [(140, 28), 'Feet']]"
CAMPUS #1,medvis,42,40,2,"[[(136, 80), 'Starting'], [(120, 88), 'Starting'], [(120, 112), 'Hand'], [(104, 128), 'Hand'], [(72, 136), 'Hand'], [(96, 136), 'Hand'], [(72, 152), 'Finish']]"
Easy pinch,NiklasBr,128,40,4,"[[(40, 32), 'Starting'], [(56, 32), 'Feet'], [(24, 48), 'Starting'], [(48, 72), 'Hand'], [(24, 80), 'Hand'], [(16, 96), 'Hand'], [(32, 112), 'Hand'], [(32, 128), 'Hand'], [(56, 136), 'Hand'], [(56, 152), 'Finish'], [(72, 152), 'Finish'], [(28, 4), 'Feet'], [(20, 4), 'Feet'], [(20, 36), 'Feet'], [(4, 84), 'Feet'], [(60, 92), 'Feet']]"
ride the lightning,Hazen,68,40,6,"[[(88, 32), 'Starting'], [(48, 48), 'Feet'], [(112, 56), 'Starting'], [(80, 64), 'Hand'], [(88, 96), 'Hand'], [(64, 112), 'Hand'], [(64, 136), 'Hand'], [(48, 152), 'Finish'], [(108, 4), 'Feet'], [(68, 4), 'Feet'], [(84, 52), 'Feet'], [(44, 92), 'Feet']]"
Moonshine Wishes,k_70,41,30,5,"[[(72, 32), 'Starting'], [(40, 48), 'Starting'], [(8, 64), 'Hand'], [(24, 96), 'Hand'], [(24, 104), 'Hand'], [(72, 120), 'Hand'], [(56, 128), 'Hand'], [(96, 136), 'Hand'], [(96, 152), 'Hand'], [(128, 152), 'Finish'], [(60, 4), 'Feet'], [(4, 36), 'Feet'], [(20, 84), 'Feet'], [(100, 84), 'Feet']]"
💪 💪 💪,allez_ale,58,40,7,"[[(48, 8), 'Feet'], [(24, 8), 'Feet'], [(40, 32), 'Starting'], [(32, 72), 'Hand'], [(64, 88), 'Hand'], [(72, 88), 'Hand'], [(80, 120), 'Hand'], [(96, 120), 'Hand'], [(88, 152), 'Finish'], [(36, 36), 'Feet'], [(84, 52), 'Feet'], [(84, 84), 'Feet'], [(100, 84), 'Feet']]"
toasty buns,bscorpiio,87,20,6,"[[(16, 8), 'Feet'], [(16, 40), 'Starting'], [(24, 40), 'Starting'], [(24, 80), 'Hand'], [(64, 104), 'Hand'], [(64, 120), 'Hand'], [(80, 120), 'Hand'], [(96, 144), 'Hand'], [(128, 152), 'Finish'], [(28, 76), 'Feet'], [(100, 84), 'Feet']]"
Psycho Landlord,nickvoclimbs,110,15,5,"[[(16, 32), 'Starting'], [(32, 32), 'Starting'], [(56, 40), 'Hand'], [(56, 48), 'Hand'], [(88, 56), 'Hand'], [(96, 80), 'Hand'], [(120, 96), 'Hand'], [(120, 112), 'Hand'], [(64, 128), 'Hand'], [(104, 128), 'Hand'], [(48, 144), 'Hand'], [(24, 152), 'Finish'], [(36, 4), 'Feet'], [(20, 4), 'Feet'], [(68, 20), 'Feet'], [(84, 20), 'Feet'], [(52, 84), 'Feet'], [(84, 84), 'Feet'], [(44, 108), 'Feet']]"
Eudora,SaxonCasi,55,40,9,"[[(40, 8), 'Feet'], [(32, 24), 'Feet'], [(32, 40), 'Starting'], [(8, 56), 'Starting'], [(16, 96), 'Hand'], [(40, 96), 'Hand'], [(56, 128), 'Hand'], [(40, 144), 'Hand'], [(96, 152), 'Finish'], [(12, 4), 'Feet'], [(60, 76), 'Feet'], [(52, 100), 'Feet'], [(108, 108), 'Feet']]"
PSATTTTT,stubbs,73,40,6,"[[(104, 56), 'Starting'], [(80, 72), 'Starting'], [(56, 104), 'Hand'], [(80, 104), 'Hand'], [(56, 136), 'Hand'], [(40, 152), 'Finish'], [(100, 36), 'Feet'], [(100, 52), 'Feet']]"
Jimmy Marbles on Sax,koacx,48,40,7,"[[(24, 8), 'Feet'], [(40, 40), 'Starting'], [(32, 88), 'Feet'], [(40, 88), 'Hand'], [(80, 112), 'Hand'], [(64, 136), 'Hand'], [(72, 152), 'Finish']]"
UA HH West,allez_ale,81,40,7,"[[(88, 8), 'Feet'], [(64, 40), 'Starting'], [(96, 56), 'Starting'], [(64, 72), 'Hand'], [(96, 88), 'Hand'], [(72, 104), 'Hand'], [(96, 128), 'Hand'], [(88, 152), 'Finish'], [(76, 28), 'Feet'], [(108, 44), 'Feet'], [(76, 60), 'Feet'], [(108, 76), 'Feet'], [(116, 116), 'Feet']]"
Zebra Stripes,PRCC,40,10,0,"[[(32, 8), 'Feet'], [(56, 16), 'Feet'], [(32, 40), 'Starting'], [(48, 48), 'Starting'], [(96, 48), 'Feet'], [(56, 56), 'Feet'], [(56, 64), 'Hand'], [(72, 64), 'Hand'], [(40, 72), 'Feet'], [(72, 80), 'Hand'], [(64, 96), 'Hand'], [(72, 112), 'Hand'], [(56, 120), 'Hand'], [(72, 136), 'Finish'], [(52, 4), 'Feet'], [(84, 20), 'Feet']]"
jumping cat,allez_ale,53,40,6,"[[(64, 8), 'Feet'], [(64, 48), 'Starting'], [(48, 64), 'Hand'], [(24, 80), 'Hand'], [(8, 112), 'Hand'], [(32, 112), 'Hand'], [(24, 144), 'Hand'], [(48, 152), 'Finish'], [(84, 4), 'Feet'], [(20, 36), 'Feet'], [(84, 52), 'Starting'], [(12, 76), 'Feet']]"
impossible boulder,allez_ale,47,40,8,"[[(96, 96), 'Starting'], [(104, 128), 'Hand'], [(88, 144), 'Hand'], [(40, 152), 'Finish'], [(56, 152), 'Finish']]"
Papas projekt,allez_ale,49,40,0,"[[(104, 72), 'Starting'], [(120, 72), 'Starting'], [(120, 88), 'Hand'], [(128, 96), 'Hand'], [(104, 112), 'Hand'], [(120, 112), 'Hand'], [(104, 128), 'Hand'], [(120, 136), 'Hand'], [(120, 152), 'Finish'], [(128, 152), 'Finish'], [(132, 20), 'Feet'], [(108, 28), 'Feet'], [(108, 44), 'Feet'], [(140, 44), 'Feet'], [(140, 60), 'Feet']]"
Guru,ramiannab,160,40,10,"[[(96, 40), 'Starting'], [(96, 48), 'Starting'], [(72, 72), 'Hand'], [(56, 80), 'Hand'], [(56, 88), 'Hand'], [(112, 104), 'Hand'], [(96, 144), 'Hand'], [(104, 144), 'Hand'], [(64, 152), 'Finish'], [(52, 20), 'Feet'], [(52, 36), 'Feet'], [(124, 60), 'Feet'], [(68, 68), 'Hand'], [(100, 84), 'Hand'], [(84, 100), 'Feet']]"
Liesellotte Riesen Dödel,schlino,53,40,6,"[[(80, 16), 'Starting'], [(56, 40), 'Starting'], [(80, 64), 'Hand'], [(48, 88), 'Hand'], [(56, 96), 'Hand'], [(72, 128), 'Hand'], [(80, 144), 'Hand'], [(112, 152), 'Finish'], [(44, 4), 'Feet'], [(36, 36), 'Feet'], [(68, 52), 'Feet'], [(28, 60), 'Feet']]"
Pinch Explosion,NiklasBr,42,40,6,"[[(72, 32), 'Starting'], [(88, 32), 'Starting'], [(56, 48), 'Hand'], [(64, 72), 'Hand'], [(40, 80), 'Hand'], [(72, 104), 'Hand'], [(40, 120), 'Hand'], [(72, 152), 'Finish'], [(68, 4), 'Feet'], [(84, 52), 'Feet'], [(36, 68), 'Feet'], [(76, 108), 'Feet']]"
Picture Perfect,micahclimbs,43,45,0,"[[(72, 48), 'Feet'], [(88, 48), 'Feet'], [(96, 64), 'Feet'], [(72, 80), 'Starting'], [(88, 80), 'Starting'], [(80, 88), 'Hand'], [(80, 96), 'Hand'], [(80, 104), 'Hand'], [(72, 112), 'Hand'], [(80, 128), 'Hand'], [(72, 136), 'Hand'], [(72, 152), 'Finish'], [(68, 68), 'Feet']]"
L training #10,NiklasBr,74,40,4,"[[(64, 32), 'Feet'], [(88, 32), 'Starting'], [(96, 48), 'Starting'], [(136, 56), 'Feet'], [(80, 64), 'Hand'], [(112, 88), 'Hand'], [(96, 112), 'Hand'], [(96, 128), 'Hand'], [(72, 136), 'Hand'], [(72, 152), 'Finish'], [(100, 4), 'Feet'], [(76, 4), 'Feet'], [(108, 28), 'Feet'], [(100, 84), 'Hand']]"
hope you fall off,woooowoooo,126,40,8,"[[(56, 48), 'Starting'], [(80, 48), 'Starting'], [(80, 80), 'Hand'], [(72, 96), 'Hand'], [(112, 104), 'Hand'], [(88, 136), 'Hand'], [(112, 152), 'Finish'], [(60, 44), 'Feet'], [(140, 76), 'Feet']]"
incipid,SaxonCasi,178,35,8,"[[(96, 48), 'Starting'], [(104, 56), 'Starting'], [(128, 72), 'Hand'], [(104, 96), 'Hand'], [(88, 112), 'Hand'], [(88, 128), 'Hand'], [(120, 136), 'Hand'], [(88, 152), 'Finish'], [(100, 4), 'Feet'], [(132, 20), 'Feet'], [(100, 36), 'Feet'], [(132, 116), 'Feet']]"
Ezra 4,loganhaddox,48,30,6,"[[(32, 16), 'Starting'], [(56, 16), 'Starting'], [(80, 16), 'Feet'], [(56, 32), 'Hand'], [(56, 64), 'Hand'], [(72, 96), 'Hand'], [(56, 128), 'Hand'], [(56, 144), 'Finish'], [(40, 152), 'Finish'], [(44, 4), 'Feet'], [(84, 52), 'Feet'], [(60, 60), 'Hand'], [(84, 68), 'Feet'], [(52, 84), 'Feet']]"
Ezra 3,loganhaddox,41,30,5,"[[(48, 16), 'Feet'], [(72, 24), 'Starting'], [(64, 40), 'Starting'], [(96, 48), 'Hand'], [(88, 64), 'Hand'], [(112, 64), 'Feet'], [(48, 72), 'Feet'], [(96, 88), 'Hand'], [(64, 104), 'Hand'], [(80, 120), 'Hand'], [(80, 128), 'Hand'], [(96, 144), 'Hand'], [(104, 152), 'Finish'], [(108, 4), 'Feet'], [(68, 4), 'Feet'], [(108, 28), 'Feet'], [(108, 44), 'Feet'], [(44, 92), 'Feet'], [(76, 108), 'Feet']]"
powerful,woooowoooo,44,40,6,"[[(112, 40), 'Starting'], [(72, 48), 'Feet'], [(120, 56), 'Starting'], [(96, 80), 'Hand'], [(72, 96), 'Hand'], [(32, 104), 'Hand'], [(56, 104), 'Hand'], [(104, 104), 'Hand'], [(56, 136), 'Hand'], [(32, 152), 'Finish'], [(100, 20), 'Feet'], [(140, 28), 'Feet'], [(20, 68), 'Feet']]"
DryFireTires,marmar12,60,40,7,"[[(112, 16), 'Feet'], [(120, 40), 'Starting'], [(128, 56), 'Starting'], [(48, 72), 'Feet'], [(112, 88), 'Hand'], [(80, 96), 'Hand'], [(120, 96), 'Hand'], [(80, 104), 'Hand'], [(40, 120), 'Hand'], [(56, 152), 'Finish']]"
Sanguinet,mr_van_tastic,158,40,8,"[[(104, 64), 'Starting'], [(56, 88), 'Hand'], [(96, 88), 'Hand'], [(40, 104), 'Hand'], [(64, 136), 'Hand'], [(72, 144), 'Hand'], [(112, 152), 'Finish'], [(116, 36), 'Feet'], [(108, 44), 'Feet'], [(100, 52), 'Feet'], [(68, 68), 'Feet'], [(68, 84), 'Hand']]"
big teeth big ears,harrisonlikewhat,117,30,5,"[[(72, 40), 'Starting'], [(56, 64), 'Starting'], [(96, 72), 'Hand'], [(80, 96), 'Hand'], [(120, 112), 'Hand'], [(128, 152), 'Finish'], [(68, 4), 'Feet'], [(100, 132), 'Hand']]"
Kilter Bird,JustLockOff,56,35,6,"[[(120, 40), 'Starting'], [(120, 72), 'Starting'], [(96, 88), 'Hand'], [(88, 96), 'Hand'], [(56, 104), 'Hand'], [(80, 136), 'Hand'], [(56, 152), 'Finish'], [(140, 28), 'Feet'], [(108, 44), 'Feet'], [(84, 52), 'Feet'], [(36, 116), 'Feet']]"
non perturbative Quantum Gravity,tobiasiding,92,50,10,"[[(128, 16), 'Starting'], [(88, 32), 'Starting'], [(64, 72), 'Hand'], [(112, 72), 'Hand'], [(80, 96), 'Hand'], [(40, 128), 'Hand'], [(80, 152), 'Finish'], [(92, 4), 'Feet'], [(140, 28), 'Feet'], [(108, 44), 'Feet'], [(28, 76), 'Feet']]"
"stand up, chuck",henrytrainor,131,40,4,"[[(48, 8), 'Feet'], [(32, 40), 'Starting'], [(8, 64), 'Starting'], [(48, 72), 'Hand'], [(24, 88), 'Hand'], [(56, 112), 'Hand'], [(32, 128), 'Hand'], [(40, 152), 'Finish']]"
Aaaber jetzt,Felix_climbing,60,35,8,"[[(80, 40), 'Starting'], [(88, 40), 'Starting'], [(112, 56), 'Hand'], [(80, 80), 'Hand'], [(88, 104), 'Hand'], [(40, 112), 'Hand'], [(64, 136), 'Hand'], [(16, 152), 'Finish'], [(40, 152), 'Hand'], [(124, 4), 'Feet'], [(36, 68), 'Feet']]"
Kolmen raajan sekopäät,Pamu,189,40,8,"[[(112, 24), 'Feet'], [(80, 48), 'Starting'], [(112, 72), 'Hand'], [(80, 104), 'Hand'], [(80, 120), 'Hand'], [(56, 144), 'Hand'], [(88, 152), 'Finish'], [(84, 4), 'Feet'], [(60, 76), 'Feet']]"
Terminus,SaxonCasi,49,40,8,"[[(72, 32), 'Starting'], [(48, 80), 'Hand'], [(80, 96), 'Hand'], [(88, 136), 'Hand'], [(112, 152), 'Finish'], [(60, 4), 'Feet'], [(84, 52), 'Starting']]"
softer?,malchaslam,55,30,0,"[[(112, 16), 'Feet'], [(136, 16), 'Feet'], [(112, 32), 'Feet'], [(104, 48), 'Starting'], [(128, 48), 'Starting'], [(112, 64), 'Hand'], [(120, 64), 'Feet'], [(88, 72), 'Feet'], [(104, 72), 'Feet'], [(120, 72), 'Hand'], [(112, 80), 'Hand'], [(120, 88), 'Hand'], [(80, 96), 'Feet'], [(112, 96), 'Feet'], [(104, 104), 'Hand'], [(104, 112), 'Hand'], [(120, 112), 'Hand'], [(104, 128), 'Hand'], [(120, 136), 'Hand'], [(104, 152), 'Finish'], [(120, 152), 'Finish'], [(140, 4), 'Feet'], [(108, 4), 'Feet']]"
cross (r)over,JohannSoe,61,40,7,"[[(8, 8), 'Feet'], [(40, 48), 'Starting'], [(16, 56), 'Starting'], [(48, 64), 'Hand'], [(80, 88), 'Hand'], [(88, 104), 'Hand'], [(120, 112), 'Hand'], [(112, 144), 'Hand'], [(128, 152), 'Finish'], [(52, 4), 'Feet']]"
Enjoy the Breeze,Constant_Classics,83,40,5,"[[(48, 32), 'Starting'], [(56, 40), 'Starting'], [(80, 64), 'Hand'], [(80, 80), 'Hand'], [(112, 80), 'Feet'], [(96, 96), 'Hand'], [(64, 112), 'Hand'], [(64, 120), 'Hand'], [(40, 136), 'Hand'], [(48, 152), 'Finish'], [(44, 4), 'Feet'], [(52, 20), 'Feet'], [(52, 36), 'Feet'], [(84, 52), 'Feet'], [(76, 60), 'Feet']]"
Bhak up bitch,joshuabrahams,209,40,7,"[[(112, 8), 'Feet'], [(96, 40), 'Feet'], [(96, 48), 'Starting'], [(136, 48), 'Starting'], [(64, 56), 'Feet'], [(128, 80), 'Hand'], [(88, 96), 'Hand'], [(72, 112), 'Feet'], [(64, 120), 'Hand'], [(80, 120), 'Hand'], [(64, 128), 'Hand'], [(24, 144), 'Finish'], [(60, 60), 'Feet'], [(92, 92), 'Feet']]"
Split Down the Middle,newsreportee,58,40,7,"[[(104, 32), 'Starting'], [(96, 64), 'Hand'], [(64, 72), 'Hand'], [(40, 88), 'Hand'], [(64, 88), 'Hand'], [(96, 88), 'Hand'], [(48, 120), 'Hand'], [(40, 152), 'Finish'], [(108, 4), 'Feet'], [(84, 36), 'Feet'], [(60, 44), 'Feet'], [(124, 44), 'Feet'], [(20, 52), 'Feet'], [(20, 68), 'Feet']]"
"""n.f.t.p.😈"" for everyone",OnlyG3nobix,53,20,4,"[[(136, 8), 'Feet'], [(104, 48), 'Starting'], [(128, 48), 'Starting'], [(104, 72), 'Hand'], [(80, 96), 'Hand'], [(88, 112), 'Hand'], [(72, 144), 'Hand'], [(88, 152), 'Finish']]"
